barcode,name,price,quantity,qty_unit,computed_unit_price,computed_unit_label,has_promo,PromotionIds,RewardTypes,AnyGift,AnyMulti,manufacturer,country,description,price_update_date
8700216134644,'אריאל קפסולות גל לכביסה 50 יחידות,77.9,50.0,,,,True,4263105,3,0,1,דיפלומט,צרפת,קפסולות ג'ל לכביסה Allin1,2025-04-09
7290000412481,00 מנקה אסלות 1 ליטר,9.9,1.0,,,,False,,,,,החברה הדרומית,ישראל,00 מנקה אסלות,2025-08-11
7290115043426,100% גלייז עיצוב לשיער מתולתל,37.9,400.0,ml,9.47,per_100ml,True,4262715,8,0,1,General,ישראל,100% גלייז עיצוב לשיער מתולתל,2025-04-09
7290115044188,20% גלייז 80% קרם לחות למתולתל,37.9,400.0,ml,9.47,per_100ml,True,4262715,8,0,1,General,ישראל,20% גלייז 80% קרם לחות למתולתל,2025-04-09
7296089000212,4 עונות אבן קריסטל לאישה,43.9,0.0,,,,False,,,,,זר הייטק,,דאודורנט אבן קריסטל לאשה,2025-04-20
7296089000205,4 עונות אבן קריסטל לגבר,43.9,120.0,g,36.58,per_100g,False,,,,,זר הייטק,,דאודורנט אבן קריסטל לגבר ללא ריח,2025-04-20
7290115043433,40% גלייז 60% קרם לחות מתולתל,37.9,400.0,ml,9.47,per_100ml,True,4262715,8,0,1,General,ישראל,40% גלייז 60% קרם לחות מתולתל,2025-04-09
7290100629864,417- חמאת גוף ארומאטית להזנה עשירה – אוק,101.0,250.0,ml,40.4,per_100ml,True,"4120406,4258200","11,4",0,1,שסטוביץ,ישראל,חמאת גוף ארומאטית להזנה עשירה – אוקינוס,2025-06-01
7290015429207,60 כמוסות - pH Gastrilex,200.9,60.0,,,,True,4257590,2,0,1,אמורפיקל,ישראל,pH Gastrilex - סידן קרבונט אמורפי,2025-04-22
7290015429139,60 שקיקים - pH Direct,210.9,60.0,,,,True,4257590,2,0,1,אמורפיקל,ישראל,pH Direct - אבקת סידן קרבונט אמורפי,2025-04-22
7610458607091,709-מברשת רכה 4 שורות אינטרספייס ורוד,28.9,0.0,,,,False,,,,,סיראם,שווייץ,709-מברשת שיניים רכה 4 שורות אינטרספייס ורוד,2025-04-09
7610458207093,709-מברשת רכה 4 שורות אינטרספייס טורקיז,28.9,0.0,,,,False,,,,,סיראם,שווייץ,709-מברשת שיניים רכה 4 שורות אינטרספייס טורקיז,2025-04-09
7610458107096,709-מברשת רכה 4 שורות אינטרספייס ירוק בה,28.9,0.0,,,,False,,,,,סיראם,שווייץ,709-מברשת שיניים רכה 4 שורות אינטרספייס ירוק בהיר,2025-04-09
7610458407097,709-מברשת רכה 4 שורות אינטרספייס כחול כה,28.9,0.0,,,,False,,,,,סיראם,שווייץ,709-מברשת שיניים רכה 4 שורות אינטרספייס כחול כהה,2025-04-09
7610458507094,709-מברשת רכה 4 שורות אינטרספייס כתום,28.9,0.0,,,,False,,,,,סיראם,שווייץ,709-מברשת שיניים רכה 4 שורות אינטרספייס כתום,2025-04-09
7610458307090,709-מברשת רכה 4 שורות אינטרספייס תכלת,28.9,0.0,,,,False,,,,,סיראם,שווייץ,709-מברשת שיניים רכה 4 שורות אינטרספייס תכלת,2025-04-09
7610458607145,714-מברשת שיניים רכה במיוחד 5 שורות ורוד,31.9,0.0,,,,False,,,,,סיראם,,714-מברשת שיניים רכה במיוחד 5 שורות ורוד,2025-04-09
7610458207147,714-מברשת שיניים רכה במיוחד 5 שורות טורק,31.9,0.0,,,,False,,,,,סיראם,,714-מברשת שיניים רכה במיוחד 5 שורות טורקיז,2025-04-09
7610458107140,714-מברשת שיניים רכה במיוחד 5 שורות ירוק,31.9,0.0,,,,False,,,,,סיראם,,714-מברשת שיניים רכה במיוחד 5 שורות ירוק בהיר,2025-04-09
7610458407141,714-מברשת שיניים רכה במיוחד 5 שורות כחול,31.9,0.0,,,,False,,,,,סיראם,,714-מברשת שיניים רכה במיוחד 5 שורות כחול כהה,2025-04-09
7610458507148,714-מברשת שיניים רכה במיוחד 5 שורות כתום,31.9,0.0,,,,False,,,,,סיראם,,714-מברשת שיניים רכה במיוחד 5 שורות כתום,2025-04-09
7610458307144,714-מברשת שיניים רכה במיוחד 5 שורות תכלת,31.9,0.0,,,,False,,,,,סיראם,,714-מברשת שיניים רכה במיוחד 5 שורות תכלת,2025-04-09
7610458607152,715-מברשת שיניים רכה 5 שורות ורוד,31.9,0.0,,,,False,,,,,סיראם,שווייץ,715-מברשת שיניים רכה 5 שורות ורוד,2025-04-09
7610458207154,715-מברשת שיניים רכה 5 שורות טורקיז,31.9,0.0,,,,False,,,,,סיראם,שווייץ,715-מברשת שיניים רכה 5 שורות טורקיז,2025-04-09
7610458107157,715-מברשת שיניים רכה 5 שורות ירוק בהיר,31.9,0.0,,,,False,,,,,סיראם,שווייץ,715-מברשת שיניים רכה 5 שורות ירוק בהיר,2025-04-09
7610458407158,715-מברשת שיניים רכה 5 שורות כחול כהה,31.9,0.0,,,,False,,,,,סיראם,שווייץ,715-מברשת שיניים רכה 5 שורות כחול כהה,2025-04-09
7610458507155,715-מברשת שיניים רכה 5 שורות כתום,31.9,0.0,,,,False,,,,,סיראם,שווייץ,715-מברשת שיניים רכה 5 שורות כתום,2025-04-09
7610458307151,715-מברשת שיניים רכה 5 שורות תכלת,31.9,0.0,,,,False,,,,,סיראם,שווייץ,715-מברשת שיניים רכה 5 שורות תכלת,2025-04-09
7610458607398,739-מברשת רכה 3 שורות אינטרספייס ורוד,28.9,0.0,,,,False,,,,,סיראם,שווייץ,739-מברשת שיניים רכה 3 שורות אינטרספייס ורוד,2025-04-09
7610458207390,739-מברשת רכה 3 שורות אינטרספייס טורקיז,28.9,0.0,,,,False,,,,,סיראם,שווייץ,739-מברשת שיניים רכה 3 שורות אינטרספייס טורקיז,2025-04-09
7610458107393,739-מברשת רכה 3 שורות אינטרספייס ירוק בה,28.9,0.0,,,,False,,,,,סיראם,שווייץ,739-מברשת שיניים רכה 3 שורות אינטרספייס ירוק בהיר,2025-04-09
7610458407394,739-מברשת רכה 3 שורות אינטרספייס כחול כה,28.9,0.0,,,,False,,,,,סיראם,שווייץ,739-מברשת שיניים רכה 3 שורות אינטרספייס כחול כהה,2025-04-09
7610458507391,739-מברשת רכה 3 שורות אינטרספייס כתום,28.9,0.0,,,,False,,,,,סיראם,שווייץ,739-מברשת שיניים רכה 3 שורות אינטרספייס כתום,2025-04-09
7610458307397,739-מברשת רכה 3 שורות אינטרספייס תכלת,28.9,0.0,,,,False,,,,,סיראם,שווייץ,739-מברשת שיניים רכה 3 שורות אינטרספייס תכלת,2025-04-09
7610458607442,744-מברשת שיניים 3 שורות אינטרספייס ורוד,29.9,0.0,,,,False,,,,,סיראם,שווייץ,744-מברשת שיניים 3 שורות אינטרספייס ורוד,2025-04-09
7610458207444,744-מברשת שיניים 3 שורות אינטרספייס טורק,29.9,0.0,,,,False,,,,,סיראם,שווייץ,744-מברשת שיניים 3 שורות אינטרספייס טורקיז,2025-04-09
7610458107447,744-מברשת שיניים 3 שורות אינטרספייס ירוק,29.9,0.0,,,,False,,,,,סיראם,שווייץ,744-מברשת שיניים 3 שורות אינטרספייס ירוק בהיר,2025-04-09
7610458407448,744-מברשת שיניים 3 שורות אינטרספייס כחול,29.9,0.0,,,,False,,,,,סיראם,שווייץ,744-מברשת שיניים 3 שורות אינטרספייס כחול כהה,2025-04-09
7610458507445,744-מברשת שיניים 3 שורות אינטרספייס כתום,29.9,0.0,,,,False,,,,,סיראם,שווייץ,744-מברשת שיניים 3 שורות אינטרספייס כתום,2025-04-09
7610458307441,744-מברשת שיניים 3 שורות אינטרספייס תכלת,29.9,0.0,,,,False,,,,,סיראם,שווייץ,744-מברשת שיניים 3 שורות אינטרספייס תכלת,2025-04-09
5201360639007,7DAYS בייק רולס מלח 80 גרם,11.9,80.0,g,14.88,per_100g,False,,,,,דיפלומט,רומניה,בייק רולס צנימים עם מלח,2025-08-11
5201360797196,7DAYS קייק בר שוקולד - מארז 8 יחידות,21.9,8.0,,,,False,,,,,דיפלומט,רומניה,קייק בר שוקולד - מארז,2025-04-09
7610458309209,920-מברשת לתותבות/פלטות אורטודנטיות תכלת,42.9,0.0,,,,False,,,,,סיראם,,920-מברשת לתותבות/פלטות אורטודנטיות תכלת,2025-04-09
7298074502701,ACNIL GEL אקניל ג'ל לייבוש פצעונים 15 מל,79.9,15.0,ml,532.67,per_100ml,True,4258199,2,0,1,פריגו,,ג'ל לייבוש פצעונים,2025-04-07
7298074501070,ACNIL LOTION,70.9,100.0,,,,True,4258199,2,0,1,פריגו,,תחליב לחות טיפולי נטול שומן לטיפול בפצעונים,2025-04-07
7298074501087,ACNIL ROSE,102.9,30.0,ml,343.0,per_100ml,False,,,,,פריגו,,"קרם פנים לטיפול באדמומיות העור, סומק ונימים",2025-04-07
7298074502695,ACNIL WASH תרחיץ פנים טיפולי 150 מל,79.9,150.0,ml,53.27,per_100ml,True,4258199,2,0,1,פריגו,,תרחיץ פנים טיפולי נטול שומן,2025-04-07
7298074502909,ACNIL אקניל תחליב לחות והגנה 3 ב-1 לטיפו,79.9,75.0,ml,106.53,per_100ml,True,4258199,2,0,1,פריגו,ישראל,תחליב לחות והגנה 3 ב-1 לטיפול בפצעונים SPF30,2025-06-17
5060477670002,ACTIPH מי שתייה בתוספת מינרלים 600 מל,12.9,600.0,ml,2.15,per_100ml,False,,,,,נורוליס,בריטניה,מי שתייה בתוספת מינרלים,2025-08-11
7290008711678,ACTISOAP,39.9,250.0,ml,15.96,per_100ml,False,,,,,ניאופארם,,סבון היגייני מועשר בתמציות צמחי מרפא,2025-04-07
8851613101378,AROY-D נוזל אגוז קוקוס 250 מל,13.9,250.0,ml,5.56,per_100ml,False,,,,,גורי,תאילנד,נוזל אגוז קוקוס,2025-08-11
016229924263,AROY-D קרם קוקוס 250 מל,13.9,250.0,ml,5.56,per_100ml,False,,,,,גורי,תאילנד,קרם קוקוס,2025-08-26
8809634610959,AXIS-Y מי פנים לטיפול בכהויות,79.9,125.0,ml,63.92,per_100ml,True,"4120406,4258200","11,4",0,1,General,קוריאה הדרומית,מי פנים לטיפול בכהויות,2025-01-27
8809634610119,AXIS-Y מקדם הגנה פיזיקאלי SPF 50+,79.9,50.0,ml,159.8,per_100ml,True,"4120406,4257592,4258200","11,2,4",0,1,General,קוריאה הדרומית,מקדם הגנה פיזיקאלי SPF 50+,2025-01-27
8809634610034,AXIS-Y סרום זוהר לטיפול בכהויות,79.9,50.0,ml,159.8,per_100ml,True,"4120406,4258200","11,4",0,1,General,קוריאה הדרומית,סרום זוהר לטיפול בכהויות,2025-01-27
8809634610249,AXIS-Y סרום לחות לעור הנוטה לפצעונים,59.9,15.0,ml,399.33,per_100ml,True,"4120406,4258200","11,4",0,1,General,קוריאה הדרומית,סרום לחות לעור הנוטה לפצעונים,2025-01-27
8809115027917,AXIS-Y סרום לחות לעור הפנים,79.9,40.0,ml,199.75,per_100ml,True,"4120406,4258200","11,4",0,1,General,קוריאה הדרומית,סרום לחות לעור הפנים,2025-01-27
8809634610881,AXIS-Y סרום עיניים קולגן,79.9,10.0,ml,799.0,per_100ml,True,"4120406,4258200","11,4",0,1,General,קוריאה הדרומית,סרום עיניים קולגן,2025-01-27
8809634610966,AXIS-Y קרם פנים לעור זוהר לטיפול בכהויות,79.9,50.0,ml,159.8,per_100ml,True,"4120406,4258200","11,4",0,1,General,קוריאה הדרומית,קרם פנים לעור זוהר לטיפול בכהויות,2025-01-27
7290018718407,BARCA שמפו וגל רחצה 2 ב-1 200 מל,27.9,200.0,ml,13.95,per_100ml,False,,,,,פנינה רוזנבלום,ישראל,שמפו וג'ל רחצה 2IN1,2025-08-15
7290013092564,BEPANTEN BABY 30GR,35.9,30.0,g,119.67,per_100g,False,,,,,באייר OTC,,בייבי משחת החתלה למניעה וטיפול בתפרחת חיתולים,2025-04-28
7290013092779,BEPANTHEN SENSIDERM 50GR,55.9,50.0,g,111.8,per_100g,False,,,,,באייר OTC,גרמניה,"סנסידרם - להקלה בתסמיני אקזמה, ללא קורטיזון",2025-04-28
7290019706007,BETTER GUM מסטיק בלי פלסטיק בטעם מנטה,9.9,20.0,g,49.5,per_100g,False,,,,,אקוסאפ,איטליה,מסטיק בלי פלסטיק בטעם מנטה,2025-06-17
7290019706014,BETTER GUM מסטיק בלי פלסטיק פירות ומנטה,9.9,20.0,g,49.5,per_100g,False,,,,,אקוסאפ,איטליה,מסטיק בלי פלסטיק בטעם פירות ומנטה,2025-06-17
5713795265428,BIBS בקבוק פלסטיק 150מל BABY BLUEז.איטית,79.9,1.0,,,,False,,,,,איתן,דנמרק,"בקבוק PP פלסטיק 150 מ""ל זרימה איטית BABY BLUE",2025-04-20
5713795265435,BIBS בקבוק פלסטיק 150מל BLUSH ז.איטית,79.9,1.0,,,,False,,,,,איתן,דנמרק,"בקבוק PP פלסטיק 150 מ""ל זרימה איטית BLUSH",2025-04-20
5713795265442,BIBS בקבוק פלסטיק 150מל IVORY ז.איטית,79.9,1.0,,,,False,,,,,איתן,דנמרק,"בקבוק PP פלסטיק 150 מ""ל זרימה איטית IVORY",2025-04-20
5713795265466,BIBS בקבוק פלסטיק 270מל BABY BLUE ז.בינו,79.9,1.0,,,,False,,,,,איתן,דנמרק,"בקבוק PP פלסטיק 270 מ""ל זרימה בינונית BABY BLUE",2025-04-20
5713795265473,BIBS בקבוק פלסטיק 270מל BLUSH ז.בינונית,79.9,1.0,,,,False,,,,,איתן,דנמרק,"בקבוק PP פלסטיק 270 מ""ל זרימה בינונית BLUSH",2025-04-20
5713795265480,BIBS בקבוק פלסטיק 270מל IVORY ז.בינונית,79.9,1.0,,,,False,,,,,איתן,דנמרק,"בקבוק PP פלסטיק 270 מ""ל זרימה בינונית IVORY",2025-04-20
5713795229307,BIBS מוצץ לטקס מידה 1 BOHEME אפור,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,2025-04-20
5713795229284,BIBS מוצץ לטקס מידה 1 BOHEME ורוד,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,2025-04-20
5713795229208,BIBS מוצץ לטקס מידה 1 BOHEME ורוד אפור,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,2025-04-20
5713795229185,BIBS מוצץ לטקס מידה 1 BOHEME סגול ורוד,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,2025-04-20
5713795229123,BIBS מוצץ לטקס מידה 1 BOHEME שמנת ירוק,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,2025-04-20
5713795236329,BIBS מוצץ לטקס מידה 1 BOHEME תכלת טורקיז,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,2025-04-20
5713795110209,BIBS מוצץ לטקס מידה 1 COLOUR ורוד,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795210015,BIBS מוצץ לטקס מידה 1 COLOUR ורוד שמנת,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795110216,BIBS מוצץ לטקס מידה 1 COLOUR כחול,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795198917,BIBS מוצץ לטקס מידה 1 COLOUR כחול תכלת,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795267552,BIBS מוצץ לטקס מידה 1 COLOUR רובי אורן,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795110162,BIBS מוצץ לטקס מידה 1 COLOUR שחור לבן,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795259700,BIBS מוצץ לטקס מידה 1 COLOUR שנהב שקט,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 1 COLOUR,2025-04-20
5713795229314,BIBS מוצץ לטקס מידה 2 BOHEME אפור,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 2 BOHEME,2025-04-20
5713795229291,BIBS מוצץ לטקס מידה 2 BOHEME ורוד,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 2 BOHEME,2025-04-20
5713795120406,BIBS מוצץ לטקס מידה 2 COLOUR ורוד,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 2 COLOUR,2025-04-20
5713795120192,BIBS מוצץ לטקס מידה 2 COLOUR כחול,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ לטקס מידה 2 COLOUR,2025-04-20
5713795216550,BIBS מוצץ סיליקון DE LUX אפור כחול,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ סיליקון ONE SIZE DE LUX,2025-04-20
5713795217243,BIBS מוצץ סיליקון DE LUX לבן ורוד,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ סיליקון ONE SIZE DE LUX,2025-04-20
5713795200689,BIBS מוצץ סיליקון DE LUX שמנת ירוק,79.9,2.0,,,,False,,,,,איתן,דנמרק,מוצץ סיליקון ONE SIZE DE LUX,2025-04-20
5713795259717,BIBS מוצצי לטקס מידה 1 SAGE MIX,79.9,2.0,,,,False,,,,,איתן,דנמרק,סטודיו מוצץ לטקס מידה 1 SAGE MIX,2025-04-20
5713795259724,BIBS מוצצי לטקס מידה 1 SKY BLUE MIX,79.9,2.0,,,,False,,,,,איתן,דנמרק,סטודיו מוצץ לטקס מידה 1 SKY BLUE MIX,2025-04-20
5713795238637,BIBS מחזיק  סרט למוצץ - BLUSH,79.9,0.0,,,,False,,,,,איתן,דנמרק,מחזיק  סרט למוצץ - BLUSH,2025-04-20
5713795238613,BIBS מחזיק  סרט למוצץ - lvory,79.9,0.0,,,,False,,,,,איתן,דנמרק,מחזיק  סרט למוצץ - lvory,2025-04-20
5713795231096,BIBS קופסא למוצץ - lvory,79.9,0.0,,,,False,,,,,איתן,דנמרק,קופסא למוצץ -lvory,2025-04-20
5713795231119,BIBS קופסא למוצץ - וניל,79.9,0.0,,,,False,,,,,איתן,דנמרק,קופסא למוצץ -וניל,2025-04-20
7350012551797,BIOGAIA PROTECTIS BABY,118.9,5.0,,,,False,,,,,פארמבסט,שבדיה,PROTECTIS BABY טיפות פרוביוטיקה לתינוקות וילדים,2025-04-22
7290106820494,BYNETA כפפה להכנה ולהסרה של שיזוף עצמי,36.0,0.0,,,,True,"4120406,4258200","11,4",0,1,לילית,סין,כפפה להכנה ולהסרה של שיזוף עצמי,2025-06-01
7290106820333,BYNETA כפפה למריחת מוצרי שיזוף עצמי,36.0,0.0,,,,True,"4120406,4258200","11,4",0,1,לילית,איטליה,כפפה למריחת מוצרי שיזוף עצמי,2025-06-01
7290106820487,BYNETA מוס להסרת שיזוף עצמי 150 מל,80.0,150.0,ml,53.33,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,DELETE  מוס להסרת שיזוף עצמי,2025-06-01
7290106820319,BYNETA מוס לשיזוף עצמי - DARK,131.0,150.0,ml,87.33,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,מוס לשיזוף עצמי - DARK,2025-06-01
7290106820302,BYNETA מוס לשיזוף עצמי - EXTRA DARK,131.0,150.0,ml,87.33,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,מוס לשיזוף עצמי - EXTRA DARK,2025-06-01
7290106820357,BYNETA מיסט יום מועשר בלחות לעור הגוף וה,70.0,150.0,ml,46.67,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,מיסט יום מועשר בלחות לעור הגוף והשיער,2025-06-01
7290019715405,BYNETA סטיק הגנה שקוף  SPF50 -  UVA+UVB,79.0,0.0,,,,True,"4120406,4257592,4258200","11,2,4",0,1,לילית,סין,סטיק הגנה שקוף  SPF50 -  UVA+UVB,2025-07-20
7290106820326,BYNETA ספריי לשיזוף עצמי לפנים ולגוף 125,151.0,125.0,ml,120.8,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,SELF TANNING  ספריי לשיזוף עצמי,2025-06-01
7290019715337,BYNETA סרום מטפח לפנים לשיזוף עצמי הדרגת,151.0,30.0,ml,503.33,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,GRADUAL סרום מטפח לפנים לשיזוף עצמי הדרגתי,2025-06-01
7290019715344,BYNETA קרם גוף עשיר בלחות לשיזוף עצמי הד,151.0,200.0,ml,75.5,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,GRADUAL קרם גוף עשיר בלחות לשיזוף עצמי הדרגתי,2025-06-01
7290106820227,BYNETA שמן שיזוף קטיפתי SPF15,100.0,90.0,ml,111.11,per_100ml,True,"4120406,4258200","11,4",0,1,לילית,איטליה,MYKONOS DREAMS שמן שיזוף קטיפתי SPF15,2025-06-01
5060669788669,Bright Rose - ספריי כיס להיגיינת הידיים,34.9,1.0,,,,False,,,,,נורוליס,ספרד,Bright Rose - ספריי כיס להיגיינת הידיים ורוד,2025-04-09
7290008092340,CALCIUM+D MEDITREND 60 CAP,13.9,0.0,,,,False,,,,,מדיטרנד,,קלציום +,2025-04-22
5060669780915,CARROT KICK HAND CREAM - קרם ידיים CK כת,40.9,1.0,,,,False,,,,,נורוליס,ספרד,CARROT KICK HAND CREAM - קרם ידיים CK כתום,2025-04-09
7350068604096,CCS קרם טיפולי לרגליים סדוקות 75 מל,60.9,75.0,ml,81.2,per_100ml,True,4258177,3,0,1,כמיפל שיווק,שבדיה,קרם טיפולי לרגליים סדוקות,2025-04-28
7350068604119,CCS קרם ידיים טיפולי 200 מל,70.9,200.0,ml,35.45,per_100ml,True,4258177,3,0,1,כמיפל שיווק,שבדיה,קרם ידיים טיפולי,2025-04-28
8001440118944,CIRIO מארז שלישיית עגבניות חתוכות דק,15.9,3.0,,,,False,,,,,דיפלומט,איטליה,פולפה עגבניות חתוכות דק,2025-08-11
8000320010088,CIRIO מחית עגבניות במרקם גס,13.9,680.0,g,2.04,per_100g,False,,,,,דיפלומט,איטליה,מחית עגבניות במרקם גס,2025-08-11
8000320010095,CIRIO מחית עגבניות במרקם חלק,13.9,700.0,g,1.99,per_100g,False,,,,,דיפלומט,איטליה,מחית עגבניות במרקם חלק,2025-08-11
722252387530,CLIF חטיף קראנצי חמאת בוטנים 68 גרם,13.9,68.0,g,20.44,per_100g,False,,,,,כרמית,ארצות הברית,חטיף קראנצ'י חמאת בוטנים,2025-06-18
722252387578,CLIF חטיף שוקולד לבן ומקדמיה 68 גרם,13.9,68.0,g,20.44,per_100g,False,,,,,כרמית,ארצות הברית,חטיף שוקולד לבן ומקדמיה,2025-06-18
722252387479,CLIF חטיף שוקולד ציפס 68 גרם,13.9,68.0,g,20.44,per_100g,False,,,,,כרמית,ארצות הברית,חטיף שוקולד צ'יפס,2025-06-18
722252387509,CLIF חטיף שקדים ואוכמניות 68 גרם,13.9,68.0,g,20.44,per_100g,False,,,,,כרמית,ארצות הברית,חטיף שקדים ואוכמניות,2025-06-18
722252153319,CLIF מאגדת מיני חטיף קראנצי חמאת בוטנים,49.9,280.0,g,17.82,per_100g,False,,,,,כרמית,ארצות הברית,מאגדת מיני חטיף קראנצ'י חמאת בוטנים 10 יחידות,2025-06-18
722252153289,CLIF מאגדת מיני חטיף שוקולד ציפס 10 יחיד,49.9,280.0,g,17.82,per_100g,False,,,,,כרמית,ארצות הברית,מאגדת מיני חטיף שוקולד צ'יפס 10 יחידות,2025-06-18
5060669780922,COCO COOLER HAND CREAM - קרם ידיים CC צה,40.9,1.0,,,,False,,,,,נורוליס,ספרד,COCO COOLER HAND CREAM - קרם ידיים CC צהוב,2025-04-09
80854753,Clean Breath סוכריות מנטה ללא סוכר,9.9,21.0,g,47.14,per_100g,False,,,,,General,,Clean Breath סוכריות מנטה ללא סוכר,2025-08-11
80831402,Clean Breath סוכריות מנטה עדינה ללא סוכר,9.9,21.0,g,47.14,per_100g,False,,,,,General,,Clean Breath סוכריות מנטה עדינה ללא סוכר,2025-08-11
80832560,Clean Breath סוכריות פירות יער ללא סוכר,9.9,21.0,g,47.14,per_100g,False,,,,,ליימן שליסל,טורקיה,Clean Breath סוכריות פירות יער ללא סוכר,2025-08-11
0799439318199,Dexe שמפו צובע - חום,100.9,400.0,ml,25.23,per_100ml,False,,,,,General,סין,שמפו צובע - חום,2025-04-09
0799439318182,Dexe שמפו צובע - שחור,100.9,400.0,ml,25.23,per_100ml,False,,,,,General,סין,שמפו צובע - שחור,2025-04-09
7290010207282,ELECTRORICE STRAWBERRY 5S,39.9,0.0,,,,False,,,,,נוה פארמה,,אלקטרו-רייס בטעם תות,2025-04-22
724742003173,EVEN & BRIGHT קרם מחדש,115.9,57.0,g,203.33,per_100g,True,4257546,8,0,1,K-CARE,ארצות הברית,EVEN & BRIGHT קרם מחדש,2025-03-27
7290002059134,EVITEX FORTE E-400 NATURA,28.9,0.0,,,,False,,,,,מנון,,,2025-04-22
7290017847313,FIBROMAG - פיברומאג - קומפלקס ייחודי,151.9,30.0,,,,True,4258169,2,0,1,נוה פארמה,ישראל,FIBROMAG - פיברומאג,2025-04-22
7290104261268,FIFI גלייז חוחובה לעיצוב ופיסול תלתלים,50.9,300.0,ml,16.97,per_100ml,True,4257615,2,0,1,General,ישראל,גלייז חוחובה לעיצוב ופיסול תלתלים תוך כדי ייבוש,2025-04-09
7290104261305,FIFI מוס ווליום לנפח מושלם,60.9,400.0,ml,15.22,per_100ml,True,4257615,2,0,1,General,ישראל,מוס ווליום לנפח מושלם,2025-04-09
7290020092038,FIFI מסיכה שיקומית,69.9,350.0,ml,19.97,per_100ml,True,4257615,2,0,1,General,ישראל,מסיכה לשיער לשיקום והתאוששות,2025-04-09
7290104261206,FIFI מסיכת הזנה לשיער,70.9,400.0,ml,17.73,per_100ml,True,4257615,2,0,1,General,ישראל,מסיכת הזנה לשיער,2025-04-09
7290020092014,FIFI מרכך לעידוד נפח,30.9,400.0,ml,7.72,per_100ml,True,4257615,2,0,1,General,ישראל,מרכך מעודד נפח לשיער מעניק מראה שופע יותר ומעודד את עיבוי השערה,2025-08-15
7290019988953,FIFI מרכך מועשר בלחות והזנה,30.9,400.0,ml,7.72,per_100ml,True,4257615,2,0,1,General,ישראל,מרכך שיער מועשר בלחות והזנה לשיער צמא ויבש,2025-08-15
7290104261190,FIFI מרכך מזין לשיער מתולתל וגלי,35.9,400.0,ml,8.97,per_100ml,True,4257615,2,0,1,General,ישראל,מרכך מזין לשיער מתולתל וגלי,2025-08-15
7290019988977,FIFI מרכך מטהר,30.9,400.0,ml,7.72,per_100ml,True,4257615,2,0,1,General,ישראל,מרכך מטהר מסדרת ניקוי עמוק לשיער מתולתל מעניק לחות ומרגיע את הקרקפת,2025-08-15
7290020092021,FIFI מרכך משולב מסיכה 2 ב1,39.9,300.0,ml,13.3,per_100ml,True,4257615,2,0,1,General,ישראל,מרכך משולב במסיכה לריכוך עשיר ועמוק ולהזנה אינטנסיבית,2024-10-28
7290020092366,FIFI ספריי מסיכה ללא שטיפה,49.9,200.0,ml,24.95,per_100ml,True,4257615,2,0,1,General,ישראל,ספריי מסיכה ללא שטיפה,2025-05-22
7290020092175,FIFI קרם לחות לבניית והזנת תלתלים,59.9,300.0,ml,19.97,per_100ml,True,4257615,2,0,1,General,ישראל,קרם לחות לבניית והזנת תלתלים,2025-05-22
