PriceUpdateDate,ItemCode,ItemName,ManufacturerName,ManufactureCountry,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,blsWeighted,QtyInPackage,ItemPrice,UnitOfMeasurePrice,AllowDiscount,ItemStatus
2025-08-15,8001841689494,פנטן מיראקלס שמפו לשיער ארוך וחזק 400 מל,דיפלומט,רומניה,מיראקלס שמפו לשיער ארוך וחזק,מיליליטר,400.00,"100 מ""ל",0,1.00,22.90,0.00,1,0
2025-04-24,7290013859334,סבוקלם דיילי רוטין BB קרם נטורל 38 גרם,טטרה פארם,,דיילי רוטין BB קרם נטורל,גרם,38.00,100 גרם,0,1.00,171.90,0.04,1,0
2025-06-26,5000204196689,רייד מכשיר חשמלי + 2 נוזל מילוי 90 לילות,דיפלומט,בולגריה,מכשיר חשמלי  + נוזל מילוי 90 לילות,,0.00,0.00,0,1.00,50.90,50.90,1,0
2025-06-09,7290011447304,מטרנה פרימיום שלב 3 חיסכון 700 גרם,General,,תרכובת מזון המשך לתינוקות שלב 3,גרם,700.00,100 גרם,0,1.00,62.40,0.00,1,0
2025-04-07,3337875579919,וישי נאובדיול רוז פלטיניום קרם פנים ליום,נורוליס,צרפת,נאובדיול רוז פלטיניום קרם פנים ליום,מיליליטר,50.00,"100 מ""ל",0,1.00,231.90,0.04,1,0
2025-08-13,3614273660471,לנקום ביפסיל מסיר איפור עיניים 125 מל,General,צרפת,BI FACIL מסיר איפור לעיניים,מיליליטר,125.00,"100 מ""ל",0,1.00,189.00,0.01,1,0
2025-08-15,7891024124826,קולגייט משחה אופטיק וויט 75 מל,שסטוביץ,,משחת שיניים אופטיק ווייט ספרקלינג למראה שיניים לבנות יותר,מיליליטר,75.00,"100 מ""ל",0,1.00,30.90,0.00,1,0
2025-04-09,3574661352275,ליסטרין שטיפת פה לילדים 250 מל,ניאופארם,איטליה,שטיפת פה לילדים בטעם פירות יער,מיליליטר,250.00,"100 מ""ל",0,1.00,20.90,0.00,1,0
2025-04-23,8006540738634,ונוס 6 סכיני גילוח פסטיבל,דיפלומט,פולין,סכיני גילוח פסטיבל,,6.00,0.00,0,1.00,100.90,16.81,1,0
2025-08-11,8710502455001,עוגיות שוקולד ציפס עם חמוציות במרקם רך,שסטוביץ,הולנד,עוגיות שוקולד צ'יפס עם חמוציות במרקם רך,גרם,175.00,100 גרם,0,1.00,13.90,0.00,1,0
2025-08-15,0071164304198,HASK שמפו לשיער צבוע 355 מל,שסטוביץ,ארצות הברית,שמפו לשיער צבוע,מיליליטר,355.00,"100 מ""ל",0,1.00,35.90,0.00,1,0
2025-04-09,5202300043809,קולסטון 2000 12/0 בלונד אקסטרה בהיר,General,,קרם צבע שיער 12/0 בלונד אקסטרה בהיר מאוד,מיליליטר,60.00,"100 מ""ל",0,1.00,29.90,0.00,1,0
2025-06-01,7290013986153,גנסיס יאנג מי פנים למראה מט,General,,YOUNG מי פנים למראה מט,מיליליטר,200.00,"100 מ""ל",0,1.00,51.00,0.00,1,0
2025-08-11,5060424708062,ווריור חטיף חלבון קראנץ בטעם טופי בננה,נורוליס,ישראל,חטיף חלבון קראנצ'י מצופה שוקולד לבן וממתיקים בטעם בננה וטופי,גרם,64.00,100 גרם,0,1.00,15.90,0.00,1,0
2025-04-07,7298074501070,ACNIL LOTION,פריגו,,תחליב לחות טיפולי נטול שומן לטיפול בפצעונים,,100.00,0.00,0,1.00,70.90,0.70,1,0
2025-04-03,3337875583626,לרפ היאלו B5 סרום 30 מל,נורוליס,צרפת,"היאלו B5 סרום - לטיפול בקמטים, אובדן נפח וגמישות העור",מיליליטר,30.00,"100 מ""ל",0,1.00,242.00,0.08,1,0
2025-04-29,716715693672,קטגורי 5- ליפוזמין Mg מגנזיום ציטראט 60,קטגורי 5,ישראל,"ליפוזמין Mg מגנזיום ליפוזומלי 500 מ""ג",,60.00,0.00,0,1.00,151.90,2.53,1,0
2025-03-02,3390150592485,פאיו פאט גריס מסכת טיהור וניקוי,לילית,צרפת,PATE GRISE מסכת טיהור וניקוי,מיליליטר,75.00,"100 מ""ל",0,1.00,89.00,0.01,1,0
2025-04-09,8710103989646,אוונט בקבוק נטורל ריספונס 260 מל,כמיפל,בריטניה,בקבוק נטורל ריספונס,,0.00,0.00,0,1.00,60.90,60.90,1,0
2025-07-01,9001616203367,מאם זוג פטמות מס 2 זרימה בינונית,General,,פטמה מס' 2 זרימה בינונית,,2.00,0.00,0,1.00,44.90,22.45,1,0
2025-04-24,5900717140073,פארמסריס קרם לילה רטינול לעור בוגר,איתן,פולין,קרם לילה רטינול לעור בוגר,מיליליטר,40.00,"100 מ""ל",0,1.00,161.90,0.04,1,0
2025-08-15,0071164343166,HASK שמפו משקם ארגן 355 מל,שסטוביץ,ארצות הברית,שמפו משקם ארגן,מיליליטר,355.00,"100 מ""ל",0,1.00,35.90,0.00,1,0
2025-01-08,7290111598296,מילוקה נייס טו מאט יו לק 402 10 מל,General,לוקסמבורג,NICE TO MAT YOU לק 402,,0.00,0.00,0,1.00,12.00,12.00,1,0
2025-07-24,7290114965453,לייף מברשת סוללות רוטטת חד קרן מהדורה,זר הייטק,איטליה,מברשת שיניים רוטטת לילדים,,0.00,0.00,0,1.00,44.90,44.90,1,0
2025-04-15,7290108450033,לייף בייביז חטיף אורז אפוי בטעם טבעי 50,גלעם,ישראל,חטיף אורז אפוי בטעם טבעי לתינוקות 6+ חודשים,גרם,50.00,100 גרם,0,1.00,15.90,0.00,1,0
2025-08-15,7290112193285,סטייל מתולתלות מרכך 600 מל,גורי,ישראל,מתולתלות מרכך מגביר לחות,מיליליטר,600.00,"100 מ""ל",0,1.00,32.90,0.00,1,0
2025-03-27,7290115662368,סבוקלם דרמו קר קרם לחות פלוס 90 מל,טטרה פארם,ישראל,דרמו קר קרם לחות פלוס,מיליליטר,90.00,"100 מ""ל",0,1.00,110.90,0.01,1,0
2025-04-21,785364100701,מריו בדסקו שמן גוף קוקוס,General,ארצות הברית,שמן גוף קוקוס,מיליליטר,147.00,"100 מ""ל",0,1.00,65.90,0.00,1,0
2025-04-03,3337875760201,לרפ היאלו B5 אקווה גל SPF30,נורוליס,צרפת,היאלו B5 אקווה ג'ל SPF30,מיליליטר,50.00,"100 מ""ל",0,1.00,211.90,0.04,1,0
2025-01-17,3666057097980,קלרינס הידרה אסנשיאל קרם יום לעור רגיל ע,אלפא,צרפת,HYDRA ESSENTIEL קרם יום לעור רגיל עד יבש,מיליליטר,50.00,"100 מ""ל",0,1.00,262.00,0.05,1,0
2025-03-31,7290119911035,לייף וולנס סירופ מייפל אורגני 250 מל,לייף,ישראל,סירופ מייפל אורגני,מיליליטר,250.00,"100 מ""ל",0,1.00,27.90,0.00,1,0
2025-04-24,5900717149069,פארמסריס ספקטרום פרוטקט קרם +SPF50,איתן,פולין,ספקטרום פרוטקט קרם הגנה למבוגרים ולילדים +SPF50,מיליליטר,50.00,"100 מ""ל",0,1.00,100.90,0.02,1,0
2025-08-15,8006540599716,אולד ספייס CAPTAIN דאו סטיק,דיפלומט,פולין,דאודורנט סטיק CAPTAIN,מיליליטר,50.00,"100 מ""ל",0,1.00,22.90,0.00,1,0
2025-08-15,7290108356786,כיף מרכך ברק טבעי חומץ תפוחים 700 מל,החברה הדרומית,ישראל,מרכך ברק טבעי חומץ תפוחים,מיליליטר,700.00,"100 מ""ל",0,1.00,13.90,0.00,1,0
2025-04-09,7290019502395,קמיל בלו משחת החתלה לתינוק סנסיטיב 200גר,מדי פישר,ישראל,קרם החתלה סנסיטיב,גרם,200.00,100 גרם,0,1.00,30.90,0.00,1,0
2025-03-26,7290018534281,סופר אפקט BCAA  אבקה בטעם ענבים,סופר אפקט,ישראל,סופר אפקט BCAA  אבקה בטעם ענבים,,300.00,0.00,0,1.00,119.90,0.39,1,0
2025-07-23,8700216704861,לנור כדוריות הבושם רענן 495 גרם,דיפלומט,ארצות הברית,כדוריות בושם בניחוח רענן,גרם,495.00,100 גרם,0,1.00,89.90,0.00,1,0
2025-04-09,4210201449485,אורל בי iO9 מברשת שיניים חשמלית - שחור,דיפלומט,הונגריה,iO9 מברשת שיניים חשמלית - שחור,,0.00,0.00,0,1.00,1512.90,1512.90,1,0
2025-07-24,7290111141775,לייף מברשת שיניים מתקפלת לנסיעות ורודה,טריזה,שווייץ,DENTAL מברשת שיניים מתקפלת לנסיעות - ורודה,,0.00,0.00,0,1.00,13.90,13.90,1,0
2025-04-09,3574669908948,גונסונס בייבי אל סבון לרחצה עדינה 750 מל,שסטוביץ,איטליה,ג'ונסון בייבי אל סבון לרחצה עדינה,מיליליטר,750.00,"100 מ""ל",0,1.00,25.90,0.00,1,0
2025-06-04,3337875924887,לרפ אפקלאר דואו+מדבקות לפצעונים 22 יחידו,נורוליס,קוריאה הדרומית,אפקלאר דואו+ מדבקות לפצעונים,,0.00,0.00,0,1.00,79.90,79.90,1,0
2025-03-18,7290019075790,אולטרסול ספורט MAX ספריי שקוף 200 +SPF50,מדי פישר,ישראל,ספורט מקס ספריי שקוף +SPF50,מיליליטר,200.00,"100 מ""ל",0,1.00,70.90,0.00,1,0
2025-04-09,8700216423410,ויטליטי פרו מברשת חשמלית - מלך האריות,דיפלומט,הונגריה,VITALITY PRO מברשת שיניים חשמלית לילדים - מלך האריות,,0.00,0.00,0,1.00,151.90,151.90,1,0
2025-07-24,7290119917457,לייף תחליב רחצה 700 מל מאסק משורוול,כ.צ.ט,ישראל,תחליב רחצה בניחוח מאסק,מיליליטר,700.00,"100 מ""ל",0,1.00,14.90,0.00,1,0
2025-04-09,3838824127309,פלטה סמי קיט 8-0 בלונד בהיר,General,,קרם צבע שיער בלונד בהיר 8-0,,0.00,0.00,0,1.00,30.90,30.90,1,0
2025-08-15,8700216891134,פמפרס פרימיום חיתולים שלב 2 39 יח,דיפלומט,פולין,חיתולים מידה 2,,39.00,0.00,0,1.00,48.90,1.25,1,0
2025-04-09,7290014331600,גורדן זוג מברשות שיניים לתינוקות0-2 ורוד,General,מלזיה,מברשת שיניים לגילאי 0-2 שנים,,2.00,0.00,0,1.00,20.90,10.45,1,0
2025-06-01,7290012350252,קרליין REVIVAL  קרם לילה,אגיס,,REVIVAL קרם לילה,מיליליטר,50.00,"100 מ""ל",0,1.00,142.00,0.02,1,0
2025-05-28,7290119917556,לייף סדרת מאסק - חמאת גוף  350 מל,General,ישראל,חמאת גוף בניחוח מאסק,מיליליטר,350.00,"100 מ""ל",0,1.00,34.90,0.00,1,0
2025-04-09,7290013652645,קמיל בלו אוליביול משחה טיפולית 100 גרם,מדי פישר,,oliveyol אוליביול - משחת החתלה טיפולית,,100.00,0.00,0,1.00,36.90,0.36,1,0
2025-05-11,7290113822078,מרכך כביסה מרוכז פלאי הטבע - לבן BABY,זוהר דליה,ישראל,מרכך כביסה מרוכז לבן בייבי בניחוח טלק מפנק,ליטר,1.00,1 ליטר,0,1.00,14.90,14.90,1,0
2025-02-02,3574660178821,קלין & קליר גל לטיפול מהיר בפגמי העור,שסטוביץ,צרפת,ג'ל לטיפול מהיר בפגמי עור,מיליליטר,15.00,"100 מ""ל",0,1.00,40.00,0.02,1,0
2025-04-21,7290119917631,סו.קו עשיריית ספוגיות ניקוי מתנפחות בצור,General,סין,ספוגיות ניקוי מתנפחות בצורת לב,,0.00,0.00,0,1.00,20.00,20.00,1,0
2025-08-15,8700216421928,פנטן 600 מרכך לחות מוגברת,דיפלומט,רומניה,מרכך לחות מוגברת,מיליליטר,600.00,"100 מ""ל",0,1.00,24.90,0.00,1,0
2025-04-09,7290101865261,פיניש נוזל הברקה 800 מל,רקיט בנקיזר,,נוזל הברקה לכלים מבריקים ויבשים,מיליליטר,800.00,"100 מ""ל",0,1.00,27.90,0.00,1,0
2025-04-09,8426420082815,זוג מוצצים זוהר בחושך 6-18 חודשים פיל,General,ספרד,מוצצים זוהרים בחושך 6-18 חודשים - פיל אפור,,2.00,0.00,0,1.00,50.90,25.45,1,0
2025-08-11,9019100667205,משקה חלב בתוספת חלבון בטעם קקאו      חדש,נורוליס,בריטניה,משקה חלב בתוספת חלבון בטעם קקאו,מיליליטר,330.00,"100 מ""ל",0,1.00,12.90,0.00,1,0
2025-06-01,3574660398410,קלין & קליר שטיפה יומיומית מתקדמת 150 מל,General,צרפת,שטיפה יומיומית מתקדמת,מיליליטר,150.00,"100 מ""ל",0,1.00,40.00,0.00,1,0
2025-04-24,5900717169135,פארמסריס אמוטופיק קרם מגן ומרכך,איתן,פולין,אמוטופיק - קרם מגן ומרכך,מיליליטר,75.00,"100 מ""ל",0,1.00,80.90,0.01,1,0
2025-04-09,8001800006294,קפסולות תואמות נספרסו כחול DECAF נטול,קנדי חשמל ונכסים,איטליה,קפסולות תואמות נספרסו כחול DECAF נטול,,10.00,0.00,0,1.00,22.90,2.29,1,0
2025-08-15,8693495052177,פלמוליב ס.נוזלי זיתים 750 מל משאבה,שסטוביץ,טורקיה,סבון נוזלי זיתים משאבה,מיליליטר,750.00,"100 מ""ל",0,1.00,28.90,0.00,1,0
2025-02-02,8809255786279,איירבוריאן BB קרם בגוון בהיר  עם מקדם הג,General,קוריאה הדרומית,BB בגוון בהיר  עם מקדם הגנה 20 SPF,מיליליטר,40.00,"100 מ""ל",0,1.00,249.00,0.06,1,0
2025-08-15,7290003806591,דאב דאו ספריי מלפפונים 150 מל,יוניליוור,בריטניה,דאודורנט ספריי מלפפון ותה ירוק,מיליליטר,150.00,"100 מ""ל",0,1.00,14.90,0.00,1,0
2025-04-24,7290008017459,מורז שמפו קשקשים טבעי 500 מל,מורז,,שמפו צמחי לטיפול בקשקשים מצמח הרוזמרין,מיליליטר,500.00,"100 מ""ל",0,1.00,50.90,0.00,1,0
2025-06-19,7290113823198,לייף לק IL 342,General,לוקסמבורג,לק IL 342,,1.00,0.00,0,1.00,11.90,11.90,1,0
2025-08-15,8006540156513,פמפרס הרמוני חיתולים שלב 1 50 יח,דיפלומט,גרמניה,"חיתולים מידה 1  2-5 ק""ג",,50.00,0.00,0,1.00,57.40,1.15,1,0
2024-10-13,8809576261110,סקין 1004 סנטלה מדגסקר שמן ניקוי 200 מל,General,קוריאה הדרומית,MADAGASCAR CENTELLA שמן עדין לניקוי הפנים,מיליליטר,200.00,"100 מ""ל",0,1.00,84.90,0.00,1,0
2025-06-17,7290001229866,גייד לק שקוף,General,,לק ייבוש מהיר,,0.00,0.00,0,1.00,39.00,39.00,1,0
2025-04-29,7290008324267,יומי מולטי ויטמין 100 יח ענבים,אלטמן,,מולטי ויטמין בטעם ענבים,,100.00,0.00,0,1.00,105.90,1.05,1,0
2025-04-09,3838824171289,פאלטה נטורלס 7-0 בלונד בינוני מיני קיט,הנקל סוד,סלובניה,נטורלס צבע שיער 7-0 בלונד בינוני,,0.00,0.00,0,1.00,30.90,30.90,1,0
2025-06-01,3600542617482,גרניה מים מיסלריים קלאסי מיני ורוד,General,פולין,SKIN ACTIVE מים מיסלריים קלאסי מיני ורוד,,100.00,0.00,0,1.00,16.00,0.16,1,0
2025-06-17,8700216732673,לנור כדוריות הבושם בניחוח רענן 150 גרם,דיפלומט,רומניה,כדוריות הבושם בניחוח רענן,גרם,150.00,100 גרם,0,1.00,30.90,0.00,1,0
2025-04-09,4210201342809,אורל בי 4 ראש מילוי iO לניקוי אולט(שחור),דיפלומט,גרמניה,ראש מילוי iO לניקוי אולטימטיבי (שחור),,4.00,0.00,0,1.00,151.90,37.97,1,0
2025-04-24,4001638088039,וולדה שמן לעיסוי צלוליט,סמואלוב,גרמניה,שמן לעיסוי צלוליט,,100.00,0.00,0,1.00,120.90,1.20,1,0
2025-04-02,7290106956575,לייף סדין ניילון למיטת תינוק        2014,איתן,,סדין ניילון למיטת תינוק,,1.00,0.00,0,1.00,22.90,22.90,1,0
2025-04-09,7290001589342,ספירה אנתוש תחליב דוחה יתושים,General,,אנתוש דוחה יתושים,מיליליטר,70.00,"100 מ""ל",0,1.00,18.90,0.00,1,0
2025-04-09,7046110052532,גורדן חוט דנטלי מולטי אקשן,דנטלון,מלזיה,חוט דנטלי מולטי אקשן,מטרים,25.00,1 מטר,0,1.00,23.90,0.95,1,0
2025-08-11,7290116537207,בדין אקסטרה מרכך מרוכז Elegance care 960,יוניליוור,ישראל,אקסטרה מרכך מרוכז Elegance care,מיליליטר,960.00,"100 מ""ל",0,1.00,22.90,0.00,1,0
2025-04-09,4008600314226,נוק זוג מוצצי סיליקון מיקי 6-18 אדום,פרומדיקו,גרמניה,זוג מוצצים מיני מאוס לגילאי 6-18 חודשים,,2.00,0.00,0,1.00,45.90,22.95,1,0
2025-04-28,7290001471722,אלטמן מולטי ויטמין לגברים 60 קפליות,אלטמן,,מולטי ויטמין לגברים עם ג'ינסנג בתוספת CO-Q-10,,60.00,0.00,0,1.00,147.90,2.46,1,0
2025-07-20,3666057272738,קלרינס אקסטרה פירמינג קרם לילה - מילוי,אלפא,צרפת,EXTRA FIRMING קרם לילה לכל סוגי העור - אריזת מילוי,מיליליטר,50.00,"100 מ""ל",0,1.00,415.00,0.08,1,0
2025-04-09,7290015381666,כביסכל 2 ליטר- ארומטי פרוביוטיקה,רייס,ישראל,ארבע פעולות במוצר אחד - ניחוח ארומטי פרוביוטיקה,ליטר,2.00,1 ליטר,0,1.00,47.90,23.95,1,0
2025-03-25,7290015130219,ווין חטיף חלבון אפוי פריך בטעם ברביקיו,נורוליס,ישראל,חטיף חלבון אפוי פריך במיוחד בטעם ברביקיו,גרם,110.00,100 גרם,0,1.00,16.90,0.00,1,0
2025-04-09,7290108359282,סנו סופט פרימיום בעל 4 שכבות 18 גלילים,החברה הדרומית,ישראל,סופט פרימיום נייר טואלט 4 שכבות עבה ורך במיוחד,מטרים,337.00,100 מטר,0,1.00,42.90,0.00,1,0
2025-08-15,5900717315617,Lirene תחליב הגנה לילדים SPF50,איתן,פולין,תחליב הגנה מהשמש לילדים SPF50,מיליליטר,150.00,"100 מ""ל",0,1.00,80.90,0.00,1,0
2025-04-09,9000101702224,גליס אליקסיר לילה מלחח 100 מל,הנקל סוד,הונגריה,אליקסיר לילה מלחח,,100.00,0.00,0,1.00,56.90,0.56,1,0
2025-04-29,7290017218687,יומי מולטי ויטמין ללא תוספת סוכר ענבים,אלטמן,ישראל,מולטי ויטמין ללא תוספת סוכר ענבים,,60.00,0.00,0,1.00,85.90,1.43,1,0
2025-04-24,7290018830833,בוטאו קצף הגנה מנרלי קידס,K-CARE,ישראל,קצף הגנה מינרלי קידס,,100.00,0.00,0,1.00,99.90,0.99,1,0
2025-08-15,8718951649972,פלמוליב ס.נוזלי לומינוס ענבים ויסמין750,שסטוביץ,טורקיה,לומינוס ג'ל רחצה עם תמציות יסמין ושמן זרעי ענבים,מיליליטר,750.00,"100 מ""ל",0,1.00,28.90,0.00,1,0
2025-04-23,7290010222759,אלפסין שמפו קפאין C1 מארז שלישייה,סמואלוב,גרמניה,שמפו קפאין C1 מארז,מיליליטר,750.00,"100 מ""ל",0,1.00,126.00,0.00,1,0
2025-06-01,9007867761144,יובנה סקין נובה SC סרום עיניים 15מל,לילית,,SKIN NOVA SC סרום לעיניים,מיליליטר,15.00,"100 מ""ל",0,1.00,253.00,0.16,1,0
2025-04-09,3838824414492,פלטה סמי קיט 6-88 אדום בוער,הנקל סוד,גרמניה,קרם צבע שיער 6-88 אדום בוער,,0.00,0.00,0,1.00,30.90,30.90,1,0
2025-05-07,7290011387112,פרוטק סירופ לח לשיעול 120 מל,אלטמן,,פרוטק סירופ לח,,120.00,0.00,0,1.00,44.90,0.37,1,0
2025-03-18,7290017917184,אולטרסול גל אלוורה פורטה 200 מל,מדי פישר,ישראל,ג'ל אלוורה פורטה לטיפול והרגעה מיידית,מיליליטר,200.00,"100 מ""ל",0,1.00,30.90,0.00,1,0
2025-06-01,9007867765630,יובנה נוטרי רסטור קרם עיניים 15 מל,לילית,שווייץ,NUTRI RESTORE קרם עיניים,מיליליטר,15.00,"100 מ""ל",0,1.00,293.00,0.19,1,0
2025-08-15,7290017031927,סטייל HEMP OIL שמפו 750 מל,גורי,ישראל,שמפו HEMP OIL לכל סוגי השיער,מיליליטר,750.00,"100 מ""ל",0,1.00,29.90,0.00,1,0
2025-07-15,3661434006968,אוריאז קסמוז שמן-באלם להרגעת גרד בעור,סמואלוב,צרפת,קסמוז שמן-באלם להרגעת גרד בעור,מיליליטר,500.00,"100 מ""ל",0,1.00,130.90,0.00,1,0
2025-04-09,7290015293631,ד.פ.נטורל קר מסכה לשיער מתולתל,מדי פישר,ישראל,מסכת החייאה לשיער מתולתל,מיליליטר,450.00,"100 מ""ל",0,1.00,36.90,0.00,1,0
2025-04-03,3337875847292,לרפ אנתליוס פלואיד לעור שמן +SPF50,נורוליס,צרפת,אנתליוס פלואיד תחליב פנים להגנה מהשמש +SPF50 לעור שמן אויל קונטרול,מיליליטר,50.00,"100 מ""ל",0,1.00,115.90,0.02,1,0
2025-04-15,7290119918645,זוג מוצצי סיליקון אורתודונטי +0 בנות,ב.ב.קשרים,,מוצצי סיליקון אורתודונטי +0 בנות,,2.00,0.00,0,1.00,34.90,17.45,1,0
2025-04-24,7290001204320,סבוקלם דיילי רוטין טריפל לייט 70 מל,טטרה פארם,,דיילי רוטין טריפל לייט,מיליליטר,70.00,"100 מ""ל",0,1.00,110.90,0.01,1,0
2025-04-20,7290115341072,שביט עץ התה מסכת חימר מטהרת לפנים,סקין אנד מור,ישראל,מסכת חימר לטיהור עור הפנים,,100.00,0.00,0,1.00,79.90,0.79,1,0
2025-07-17,192333144756,קליניק סמארט קרם לחות אנטי-אייגינג למיצו,אלקליל,קנדה,SMART קרם לחות אנטי-אייג'ינג למיצוק והרמה של עור הפנים והצוואר,מיליליטר,50.00,"100 מ""ל",0,1.00,485.00,0.09,1,0
2025-04-09,3614228865814,סופט קולור 60 בלונד כהה,דיפלומט,גרמניה,ערכת צבע לשיער ללא אמוניה 60 בלונד כהה,,0.00,0.00,0,1.00,42.90,42.90,1,0
2025-04-29,7290113829992,לייף בייביז מברשת לבקבוק ורוד,ויטאל בייבי,,מברשת לבקבוק ורוד לתינוק,,0.00,0.00,0,1.00,23.90,23.90,1,0
2025-01-06,785364900196,מריו בדסקו קרם לחות נטול שומן SPF 30,General,ארצות הברית,קרם לחות נטול שומן SPF 30,מיליליטר,59.00,"100 מ""ל",0,1.00,99.80,0.01,1,0
2025-06-17,3337875923859,סרווה ניקוי לטיפול במראה פגמי העור 473,נורוליס,צרפת,ניקוי לטיפול במראה פגמי העור לעור שמן הנוטה לפצעונים,מיליליטר,473.00,"100 מ""ל",0,1.00,115.90,0.00,1,0
2025-06-01,3390150583247,פאיו ליס קרם לילה מחדש,לילית,צרפת,LISSE קרם לילה מחדש,מיליליטר,50.00,"100 מ""ל",0,1.00,201.00,0.04,1,0
2025-07-24,7290114966979,קאבלו שמן מרוקאי משקם לשיער יבש 145 מל,לייף,ישראל,שמן מרוקאי משקם לשיער יבש,מיליליטר,145.00,"100 מ""ל",0,1.00,29.90,0.00,1,0
2025-02-02,3574661317021,נטרוגינה היידרובוסט מגבוני ניקוי 25 יח,שסטוביץ,פולין,HYDRO BOOST מגבוני ניקוי,,0.00,0.00,0,1.00,33.00,33.00,1,0
2025-04-09,3838824406626,got2b קרם הזנה לתלתלים - שמן קוקוס וחמאת,הנקל סוד,גרמניה,קרם הזנה לתלתלים- שמן קוקוס וחמאת שיאה,מיליליטר,200.00,"100 מ""ל",0,1.00,40.90,0.00,1,0
2025-04-09,8718951093331,מרידול מברשת שיניים אקסטרה סופט זוג,שסטוביץ,שווייץ,מברשות שיניים רכות במיוחד לחניכיים רגישות,,2.00,0.00,0,1.00,40.90,20.45,1,0
2025-05-18,7290112492609,פינוק תחליב רחצה 700 מל לבנדר ווניל,יוניליוור,ישראל,תחליב רחצה לבנדר ווניל,מיליליטר,700.00,"100 מ""ל",0,1.00,16.90,0.00,1,0
2025-05-11,7290120663343,לייף קידס בקבוק נירוסטה ד.כפולה 500 מל,שמחה זה אנחנו,סין,בקבוק נירוסטה ד.כפולה - ברולסטארס,,0.00,0.00,0,1.00,49.90,49.90,1,0
2025-04-10,8809640734694,אנואה טונר עם אפקט הרגעה 250 מל,General,קוריאה הדרומית,טונר עם אפקט הרגעה,מיליליטר,250.00,"100 מ""ל",0,1.00,89.90,0.00,1,0
2025-08-15,7290108357141,קרליין נושם BIO דאו גל Velvet Rose,החברה הדרומית,ישראל,נושם BIO דאו ג'ל Velvet Rose,גרם,70.00,100 גרם,0,1.00,25.90,0.00,1,0
2025-04-09,7290112006004,ויט רצועות שעווה לפנים לעור רגיש 40 יח,פרומדיקו,צרפת,רצועות שעווה מוכנות לשימוש לפנים לעור רגיש,,40.00,0.00,0,1.00,80.90,2.02,1,0
2025-04-25,7290118204091,לייף תחתוני נייר חד פעמיים ONE SIZE שביע,איתן,סין,תחתוני נייר חד פעמיים ONE SIZE,,7.00,0.00,0,1.00,12.90,1.84,1,0
2025-06-03,7622300503079,מילקה מוו-ביסקוויט מצופה שוקולד חלב,דיפלומט,פולין,מוו-ביסקוויט מצופה שוקולד חלב,גרם,200.00,100 גרם,0,1.00,21.90,0.00,1,0
2025-03-31,7290118206439,לייף וולנס מים מינרלים טבעיים 330 מל *6,לייף,ישראל,מים מינרליים טבעיים,ליטר,1.98,1 ליטר,0,1.00,14.90,7.52,1,0
2025-08-11,8423207208697,חטיף דגנים לילדים מצופה שוקולד לבן,שסטוביץ,ספרד,קידס חטיף דגנים מצופה שוקולד לבן,גרם,120.00,100 גרם,0,1.00,16.90,0.00,1,0
2025-04-23,3337875840620,סרווה תחליב לחות לפנים לעור רגיל עד יבש,נורוליס,צרפת,תחליב לחות לפנים לעור רגיל עד יבש SPF30,מיליליטר,52.00,"100 מ""ל",0,1.00,90.90,0.01,1,0
2025-08-15,7290012117411,קרמה מן גל רחצה לגבר רויבוס 2ב1,החברה הדרומית,,שמפו וג'ל רחצה רויבוס 2 ב-1,מיליליטר,700.00,"100 מ""ל",0,1.00,23.90,0.00,1,0
2025-06-10,7290106297272,גייד גולד פרימיום  קרם לילה 50 מל,דניה,שווייץ,GOLD PREMIUM קרם לילה,מיליליטר,50.00,"100 מ""ל",0,1.00,329.00,0.06,1,0
2025-08-15,8720181449192,טרזמה מרכך לחות עשירה 400 מל,יוניליוור,פולין,מרכך לחות עשירה + ויטמין E,מיליליטר,400.00,"100 מ""ל",0,1.00,21.90,0.00,1,0
2025-08-15,7290116532417,דאב דאו ספריי פסיפלורה ולמון גראס,יוניליוור,בריטניה,דאודורנט ספריי פסיפלורה ולמון גראס,מיליליטר,150.00,"100 מ""ל",0,1.00,14.90,0.00,1,0
2025-01-21,7290120935242,שולחן מתקפל לים,לייף,,שולחן מתקפל לים,,0.00,0.00,0,1.00,60.40,60.40,1,0
2025-05-11,7290111593871,סאנדיי מפיץ ריח מקלות 85 מל וניל,לייף,ישראל,מקלות מפיצי ריח וניל לבן,מיליליטר,85.00,"100 מ""ל",0,1.00,19.90,0.00,1,0
2025-04-09,8006540004876,אוזי SOS שמן לשיער מציל את אורך השיער 3ב,דיפלומט,צרפת,SOS שמן לשיער מציל את אורך השיער 3ב1,מיליליטר,100.00,"100 מ""ל",0,1.00,33.90,0.00,1,0
2025-08-15,7290018386538,טפטפים פרסטי+ טיפות ניקוי שיניים לתינוקו,כ.צ.ט,ישראל,פרסטי+ טיפות לניקוי שיניים מהשן הראשונה לתינוקות לגילאי 3-24 חודשים,מיליליטר,20.00,"100 מ""ל",0,1.00,30.90,0.01,1,0
2025-04-15,7290116246796,לייף קידס קופסת אוכל קליפסים תא אחד חלל,שמחה זה אנחנו,סין,קופסת אוכל קליפסים תא אחד חלל,,0.00,0.00,0,1.00,13.90,13.90,1,0
