PriceUpdateDate,ItemCode,ItemName,ManufacturerName,ManufactureCountry,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,blsWeighted,QtyInPackage,ItemPrice,UnitOfMeasurePrice,AllowDiscount,ItemStatus
2025-04-09,4008600387381,נוק בקבוק אימון דיסני אפור 150 מל 6-18 ח,General,גרמניה,בקבוק אימון לשתיה עצמאית דיסני אפור 6-18 חודשים,,0.00,0.00,0,1.00,50.90,50.90,1,0
2025-04-09,7290012071935,אמול לתינוק 200 מל,מדי פישר,,שמן רחצה קלאסי לתינוק,מיליליטר,200.00,"100 מ""ל",0,1.00,60.90,0.00,1,0
2025-04-09,7290010119950,דוריטוס חמוץ חריף 55גרם,General,,חטיף תירס מתובל חמוץ חריף,גרם,55.00,100 גרם,0,1.00,4.90,0.00,1,0
2025-04-24,7290011771515,סבוקלם דרמו קר קרם לחות עור מעורב-שמן 50,טטרה פארם,,דרמו קר קרם לחות עור מעורב-שמן,מיליליטר,50.00,"100 מ""ל",0,1.00,90.90,0.01,1,0
2025-08-11,8710502447006,מרבה עוגיות שוקולד ציפס במילוי קרם וניל,שסטוביץ,הולנד,קוקיס&קרים עוגיות שוקולד צ'יפס ואגוזי לוז במילוי קרם בטעם וניל,גרם,160.00,100 גרם,0,1.00,13.90,0.00,1,0
2025-06-01,4005900775788,ניוואה Q10 סט קרם יום,אלפא,גרמניה,Q10 סט קרם יום + קרם לילה + קרם יום,,0.00,0.00,0,1.00,201.00,201.00,1,0
2025-07-06,8076809523738,ברילה צ.מ לזניה 500 גרם,שסטוביץ,איטליה,לזניה,גרם,500.00,100 גרם,0,1.00,22.90,0.00,1,0
2025-04-09,9001616825620,מוצץ בודד מאמ מאט 0-6 פטמה סימטרית-תכלת,אלפא,אוסטריה,מוצץ בודד מאמ מאט 0-6 עם פטמה אורתודנטית סימטרית,,1.00,0.00,0,1.00,25.90,25.90,1,0
2025-04-24,3337875553278,וישי דאודורנט רול און מינרלי 48 שעות,נורוליס,צרפת,דאודורנט רול און מינרלי 48 שעות,מיליליטר,50.00,"100 מ""ל",0,1.00,69.90,0.01,1,0
2025-06-03,7622300489434,עוגיות אוראו בציפוי שוקולד חלב 246 גרם,דיפלומט,ספרד,עוגיות סנדוויץ' בציפוי בטעם שוקולד חלב,גרם,246.00,100 גרם,0,1.00,32.90,0.00,1,0
2025-04-23,96198117,פישרמנס סוכריות ספירמינט ללא סוכר,שלפארם,בריטניה,סוכריות ספירמינט ללא סוכר,גרם,25.00,100 גרם,0,1.00,10.00,0.00,1,0
2025-06-01,3390150572593,פאיו אותנטיק טיפול זהב משקם לעור 50 מל,לילית,צרפת,L'AUTHENTIQUE טיפול זהב משקם לעור,מיליליטר,50.00,"100 מ""ל",0,1.00,403.00,0.08,1,0
2025-01-08,074764704375,ארדל רצועות ריסים מארז דמי ויספיס,רייס,ארצות הברית,רצועות ריסים דמי ויספיס,,0.00,0.00,0,1.00,121.00,121.00,1,0
2025-04-09,7290018921203,קמיל בלו קרם החתלה קמומיל 120 גרם,מדי פישר,ישראל,קרם החתלה קמומיל,גרם,120.00,100 גרם,0,1.00,22.90,0.00,1,0
2025-05-15,7290016558753,סינוז פלוס משחה לחלל האף,גילקו פארם,ישראל,סינוז פלוס - משחה לחלל האף,,0.00,0.00,0,1.00,40.90,40.90,1,0
2025-08-15,7290102062195,אלמקס גוניור משחת שיניים לגילאי 6-12,טבע,,משחת שיניים לילדים ג'וניור לגילאי 6-12,מיליליטר,75.00,"100 מ""ל",0,1.00,18.90,0.00,1,0
2025-04-09,7610458010792,פארו 1079 מברשת בין שינית עם ידית אחיזה,סיראם,,פלקסי גריפ מברשת ספירלית 1079,,4.00,0.00,0,1.00,44.90,11.22,1,0
2025-04-09,4045787068221,אינדולה פרוטאין קולור 1,General,,קרם צבע שיער שחור 1,מיליליטר,60.00,"100 מ""ל",0,1.00,25.90,0.00,1,0
2025-07-15,4064665229639,OPI לק - Cotton Candied Clawz,רייס,ארצות הברית,לק - COTTON CANDIED CLAWZ 051,,0.00,0.00,0,1.00,56.00,56.00,1,0
2025-02-02,3574661640525,נטרוגינה ברייט בוסט קרם לילה 50 מל,שסטוביץ,צרפת,BRIGHT BOOST קרם לילה,מיליליטר,50.00,"100 מ""ל",0,1.00,101.00,0.02,1,0
2025-04-24,4008666701442,פלנטור 39 טוניק - נוזל ללא חפיפה,סמואלוב,גרמניה,פלנטור 39 טוניק - נוזל ללא חפיפה,מיליליטר,200.00,"100 מ""ל",0,1.00,75.90,0.00,1,0
2025-06-01,30095038,אססי לק מספר 01,לוריאל,,לק מקצועי BLANC 1,,0.00,0.00,0,1.00,46.00,46.00,1,0
2025-07-24,7290111601491,לייף רצועות אל בד ארוכות להסרת שיער 50,איתן,ישראל,רצועות אל בד להסרת שיער בשעווה,,50.00,0.00,0,1.00,19.90,0.39,1,0
2025-06-10,7290110459543,גייד אולטרהמט גל לטיפול נקודתי בפצעונים,דניה,ישראל,ULTRAMATTE BLEMISH CONTROL  ג'ל לטיפול נקודתי בפצעונים,מיליליטר,15.00,"100 מ""ל",0,1.00,100.00,0.06,1,0
2025-04-09,5202300043434,קולסטון 2000 7/73 בלונד אביב חדש,General,,קרם צבע שיער בלונד אביב 7/73,מיליליטר,60.00,"100 מ""ל",0,1.00,29.90,0.00,1,0
2025-04-09,3838824127149,פלטה סמי קיט 1-1 כחול שחור,General,,קרם צבע שיער שחור כחול 1-1,,0.00,0.00,0,1.00,30.90,30.90,1,0
2025-04-03,7290120937857,TMH מגבונים לחים לתינוק 2*36 אריזת דיספנ,עלבד,ישראל,מגבונים לחים לתינוק 36 יחידות אריזת דיספנסר,,2.00,0.00,0,1.00,11.90,5.95,1,0
2025-08-11,7290019870425,צוקטה פופקורן בטעם קרמל ובוטנים 90 גרם,שסטוביץ,קפריסין,פופקורן בטעם קרמל ובוטנים,גרם,90.00,100 גרם,0,1.00,10.90,0.00,1,0
2025-04-20,7290019554257,FRE REVIVE ME סרום יום למיצוק העור 50 מל,לפידות,ישראל,סרום יום למיצוק העור- REVIVE ME,מיליליטר,50.00,"100 מ""ל",0,1.00,196.90,0.03,1,0
2025-05-31,7290109317960,לייף מגנו-קומפלקס 520 מג 60 כמוסות,לייף,ישראל,מגנו-קומפלקס 520,,60.00,0.00,0,1.00,72.90,1.21,1,0
2025-07-28,4059729521552,אסנס FaBOWlous סיכות לשיער,General,סין,FaBOWlous סיכות לשיער,,0.00,0.00,0,1.00,13.00,13.00,1,0
2025-04-29,7290008111041,הדס חומצה פולית 400 מקג 200 טבליות,פלוריש,,חומצה פולית 400 מק''ג,,200.00,0.00,0,1.00,70.90,0.35,1,0
2025-04-20,5713795236329,BIBS מוצץ לטקס מידה 1 BOHEME תכלת טורקיז,איתן,דנמרק,מוצץ לטקס מידה 1 BOHEME,,2.00,0.00,0,1.00,79.90,39.95,1,0
2025-07-17,20714777647,קליניק קרם עיניים לתיקון קמטים,General,בריטניה,REPAIRWEAR LASER FOCUS קרם עיניים,מיליליטר,15.00,"100 מ""ל",0,1.00,265.00,0.17,1,0
2025-04-09,7290114751384,אורל בי ערכת בריאות הפה מגיל 3 FROZEN,דיפלומט,גרמניה,ערכת הצחצוח הראשונה שלי - FROZEN,,0.00,0.00,0,1.00,191.90,191.90,1,0
2025-02-02,3574660569759,נטרוגינה אשכולית ורודה תרחיץ משאבה 200מל,שסטוביץ,,CLEAR & RADIANT אשכולית ורודה תרחיץ ניקוי משאבה,מיליליטר,200.00,"100 מ""ל",0,1.00,60.00,0.00,1,0
2025-04-29,7290013150523,יומי מולטי ויטמין גוניור בטעם ענבים בדצ,אלטמן,ישראל,מולטי ויטמין ג'וניור בטעם ענבים,,60.00,0.00,0,1.00,110.90,1.84,1,0
2025-08-15,4800888219534,דאב דאו סטיק אורגינל 50 גרם          חדש,יוניליוור,פיליפינים,דאודורנט סטיק אוריגינל,גרם,50.00,100 גרם,0,1.00,28.90,0.00,1,0
2025-04-29,7290015765404,אלטמן זים GAZ,אלטמן,ארצות הברית,זים GAZ,,75.00,0.00,0,1.00,83.90,1.11,1,0
2025-01-17,3666057178870,קלרינס  אקסטרה אורדינר קרם גוף 200 מל,אלפא,צרפת,EAU EXTRAORDINAIRE קרם גוף,מיליליטר,200.00,"100 מ""ל",0,1.00,242.00,0.01,1,0
2025-01-17,3666057216480,קלרינס מקציף ניקוי עדין לעור יבש ורגיל,אלפא,צרפת,SOOTHING GENTLE FOAMING מקציף ניקוי עדין - לעור יבש מאוד,מיליליטר,125.00,"100 מ""ל",0,1.00,179.00,0.01,1,0
2025-05-29,7290111594830,לייף דרייפיקס קרם ידיים לעור יבש במיוחד,פרופשונל,ישראל,DRYFIX קרם ידיים לעור יבש במיוחד,גרם,70.00,100 גרם,0,1.00,37.90,0.00,1,0
2025-08-15,7290017637501,MB תחליב רחצה ארומטי 600 מל קוקוס,General,ישראל,תחליב רחצה ארומטי - קוקוס,מיליליטר,600.00,"100 מ""ל",0,1.00,16.90,0.00,1,0
2025-02-27,7290118204695,לייף מ.הגנה 30 200 מל ספריי שקוף לעור רט,General,ישראל,SUN ספריי שקוף לעור רטוב להגנה מהשמש SPF30,מיליליטר,200.00,"100 מ""ל",0,1.00,42.90,0.00,1,0
2025-04-28,7290017490342,נוטריקר ברזל ליפוזופר 90 כמוסות,מרשל,ישראל,ברזל ליפוזופר,,90.00,0.00,0,1.00,134.00,1.48,1,0
2025-04-21,8809389033690,סו.קו רטיות הידרוגל לעיניים זהב 24 קאראט,General,קוריאה הדרומית,רטיות הידרוג'ל לעיניים,,0.00,0.00,0,1.00,46.00,46.00,1,0
2025-02-02,3350900001865,אמבריוליס בוסטר לריסים וגבות,שסטוביץ,צרפת,בוסטר לריסים וגבות,,0.00,0.00,0,1.00,99.00,99.00,1,0
2025-06-09,7613036984454,סטארבקס קפסולות קפה אספרסו נטול 10 יחידו,אסם,שווייץ,קפסולות קפה אספרסו נטול 11,,10.00,0.00,0,1.00,23.90,2.39,1,0
2025-04-09,8006540716670,טמפקס טמפונים פלאש סופר פלוס 18 יחידות,דיפלומט,הונגריה,טמפונים עם מוליך קרטון - סופר פלוס,,18.00,0.00,0,1.00,21.90,1.21,1,0
2025-08-03,3600523279111,לוריאל רויטליפט סרום קלאסי,לוריאל,גרמניה,REVITALIFT סרום קלאסי,מיליליטר,30.00,"100 מ""ל",0,1.00,96.00,0.03,1,0
2025-08-15,7290112197122,סטייל סבון ידיים תה ירוק 500 מל,גורי,טורקיה,אל סבון ארומטי תה ירוק,מיליליטר,500.00,"100 מ""ל",0,1.00,10.90,0.00,1,0
2025-04-15,4000821429130,לייףבייביז ניפ בקבוק הזנה 150מל לטקס ירו,ב.ב.קשרים,גרמניה,ניפ בקבוק הזנה 150מל לטקס ירוק,,0.00,0.00,0,1.00,44.90,44.90,1,0
2025-06-09,7290000297811,אולטרסול שפתון לחות והגנה מהשמש SPF50 קו,מדי פישר,ישראל,ULTRA CARE שפתון לחות והגנה מהשמש SPF50 - קוקוס,,0.00,0.00,0,1.00,29.90,29.90,1,0
2025-04-03,3337875586269,לרפ סיקאפלסט גל 40 מל,נורוליס,צרפת,סיקאפלסט ג'ל,מיליליטר,40.00,"100 מ""ל",0,1.00,79.90,0.01,1,0
2025-07-24,7290113821521,לייף  זוג מברשות שיניים EXTRA מנקה לשון,טריזה,שווייץ,מברשות שיניים EXTRA עם מנקה לשון,,0.00,0.00,0,1.00,19.90,19.90,1,0
2025-02-02,3574661498430,נטרוגינה אשכולית ורודה תרחיץ גרגרים 150,שסטוביץ,,REFRESHINGLY CLEAR תרחיץ גרגרים,מיליליטר,150.00,"100 מ""ל",0,1.00,60.00,0.00,1,0
2025-02-02,3574661039725,נטרוגינה ויזיבלי קליר פור&שיין משאבה 200,שסטוביץ,,OIL BALANCING ניקוי משאבה,מיליליטר,200.00,"100 מ""ל",0,1.00,60.00,0.00,1,0
2025-08-13,3614274426489,לנקום רנרגי 300 HPN פפטידים סט אנטי אייג,לוריאל,צרפת,RENERGIE H.P.N. 300 PEPTIDE  סט קרם לחות + קרם לילה + סרום + קרם עיניים,,0.00,0.00,0,1.00,631.00,631.00,1,0
2025-08-13,96018104236,לנקום אבסולו BX קרם לילה 75 מל,לוריאל,צרפת,ABSOLUE PREMIUM BX קרם לילה,מיליליטר,75.00,"100 מ""ל",0,1.00,895.00,0.11,1,0
2025-08-15,7290014424098,פראנס ביוטי שעווה ברולר-ורוד,נורוליס,איטליה,שעווה ברולר ורוד - לשיער בינוני עד קשה,,100.00,0.00,0,1.00,13.90,0.13,1,0
2025-04-09,8720689010825,פיליפס ONE BLADE מכשיר לגילוח הראשון,כמיפל,אינדונזיה,"ONE BLADE, מכשיר לגילוח הראשון שלך מותאם לעור רגיש. 30 דקות פעולה",,0.00,0.00,0,1.00,221.90,221.90,1,0
2025-08-11,80177609,קינדר שוקולד 50 גרם,General,,אצבעות שוקולד חלב ממולא קרם חלב,גרם,50.00,100 גרם,0,1.00,6.90,0.00,1,0
2025-06-01,7290019501817,גנסיס סאן סטיק הגנה לפנים,מדי פישר,ישראל,SUN סטיק הגנה לפנים SPF50+,,0.00,0.00,0,1.00,66.00,66.00,1,0
2025-04-03,3337875917407,לרפ אנתליוס פלואיד נגד כתמים כהים +SPF50,נורוליס,צרפת,אנתליוס פלואיד תחליב פנים להגנה מהשמש +SPF50 נגד כתמים כהים,מיליליטר,50.00,"100 מ""ל",0,1.00,115.90,0.02,1,0
2025-08-15,7290015155847,חטיפטף סלט פירות 120 גרם,גורי,צ'כיה,מחית סלט פירות,גרם,120.00,100 גרם,0,1.00,6.90,0.00,1,0
2025-04-29,7290014720848,קמילוטרקט שמפו טיפולי סרפד רוזמרין 400 מ,סקין אנד מור,ישראל,שמפו טיפולי סרפד-רוזמרין,מיליליטר,400.00,"100 מ""ל",0,1.00,65.90,0.00,1,0
2025-04-24,7290017012261,סבוקלם פרו איג'ינג חומצה היאלורונית 23מל,טטרה פארם,ישראל,פרו איג'ינג חומצה היאלורונית,מיליליטר,23.00,"100 מ""ל",0,1.00,252.00,0.10,1,0
2025-08-15,9319871001711,משחת שיניים להלבנה עוצמתית שמן זרעי המפ,כמיפל,סין,משחת שיניים להלבנה עוצמתית עם שמן זרעי המפ,,100.00,0.00,0,1.00,40.90,0.40,1,0
2025-04-15,7290119919727,לייף בייביז מארז 5 צלחות צבעוניות חדש,ויטאל בייבי,סין,מארז 5 צלחות צבעוניות,,0.00,0.00,0,1.00,19.90,19.90,1,0
2025-05-05,7610700624883,ריקולה סוכריות צמחים זוג,שוקוטרייד,,סוכריות ללא תוספת סוכר בטעם צמחים זוג,,100.00,0.00,0,1.00,34.90,0.34,1,0
2025-04-09,7290104261268,FIFI גלייז חוחובה לעיצוב ופיסול תלתלים,General,ישראל,גלייז חוחובה לעיצוב ופיסול תלתלים תוך כדי ייבוש,מיליליטר,300.00,"100 מ""ל",0,1.00,50.90,0.00,1,0
2025-04-28,7290113490949,קמדיס קאלם - קרם ידיים טיפולי,קמדיס,איטליה,קרם ידיים טיפולי CALM,מיליליטר,50.00,"100 מ""ל",0,1.00,35.90,0.00,1,0
2025-05-25,7290019444329,אלטמן כולין PRO כמוסות 250 מג 60 כמוסות,אלטמן,ישראל,אלטמן כולין PRO,,60.00,0.00,0,1.00,129.90,2.16,1,0
2025-01-12,5019607247270,רפידות גל לצינון העיניים לבבות 2 יח,General,בריטניה,רפידות ג'ל לצינון העיניים - לבבות,,2.00,0.00,0,1.00,25.20,12.60,1,0
2025-03-06,5201178045472,ניוואה מארז טיפוח לגבר KEEP IT FRESH,אלפא,גרמניה,מארז תיק רחצה לגבר KEEP IT FRESH,,0.00,0.00,0,1.00,89.90,89.90,1,0
2025-01-17,3380810405217,קלרינס קרם עיניים אנטי אייגינג 15 מל,אלפא,צרפת,TOTAL EYE LIFT קרם עיניים אנטי אייג'ינג,מיליליטר,15.00,"100 מ""ל",0,1.00,493.00,0.32,1,0
2025-04-09,9351343056096,מודיבודי תחתונים סופגים בריחת שתן גברים,General,סין,תחתונים סופגים בריחת שתן גברים  XL,,0.00,0.00,0,1.00,199.90,199.90,1,0
2025-04-09,7290115041446,סרום טיפולי לשיער עם חומצה היאלורונית,General,ישראל,סרום טיפולי לשיער עם חומצה היאלורונית,מיליליטר,125.00,"100 מ""ל",0,1.00,40.90,0.00,1,0
2025-04-09,4056800777952,קולסטון קיט 5/0 חום בהיר,דיפלומט,גרמניה,קרם לצביעה לשיער 5/0 חום,,0.00,0.00,0,1.00,42.90,42.90,1,0
2025-08-15,7290000299907,דר פישר פינק דאו רול און 100 מל,מדי פישר,ישראל,פינק דאודורנט אנטי-פרספירנט רול און,,100.00,0.00,0,1.00,16.90,0.16,1,0
2025-08-15,7290115044591,מרכך שיער מועשר בשמן קיק,General,ישראל,מרכך שיער מועשר בשמן קיק,מיליליטר,400.00,"100 מ""ל",0,1.00,30.90,0.00,1,0
2025-06-17,7290103332440,גייד לק 391,דניה,,CRYSTAL GLOW לק 391,,0.00,0.00,0,1.00,39.00,39.00,1,0
2025-07-24,7290114969253,לייף אלסבון לגוף 1 ליטר בניחוח מלון ומלפ,לייף,,אלסבון לגוף בניחוח מלון ומלפפון,ליטר,1.00,1 ליטר,0,1.00,13.90,13.90,1,0
2025-08-15,4800888209405,רקסונה דאודורנט סטיק לגבר קובלט דריי,יוניליוור,פיליפינים,דאודורנט סטיק לגבר קובלט דריי,גרם,50.00,100 גרם,0,1.00,22.90,0.00,1,0
2025-08-15,7509546688909,קולגייט משחה משפחתי אדום 100 מל כשלפ,General,,משחת שיניים קולגייט אדומה להגננה מפני עששת,,100.00,0.00,0,1.00,11.90,0.11,1,0
2025-04-09,7290002515364,קמיל בלו אל סבון 500 קלאסיק+משאבה,General,,אל סבון מועשר בלחות משאבה,גרם,500.00,100 גרם,0,1.00,18.90,0.00,1,0
2025-05-31,7290108457735,לייף N-שיעול MD סירופ למבוגרים 125 מל,לייף,ישראל,N שיעול MD סירופ,,125.00,0.00,0,1.00,34.90,0.27,1,0
2025-04-24,7290008968201,פרוקטו אובלפיכה פתילות,סקין אנד מור,,פתילות רקטליות,,12.00,0.00,0,1.00,65.90,5.49,1,0
2025-04-09,8683130042601,סיף פנטסטיק תרסיס לניקוי המטבח,יוניליוור,טורקיה,פנטסטיק תרסיס לניקוי המטבח,מיליליטר,750.00,"100 מ""ל",0,1.00,19.90,0.00,1,0
2025-04-09,7290018516362,פרינוק גוניור תפוח בננה ושיבולת שועל 190,גורי,צ'כיה,ארוחת תפוח עץ ובננה עם שיבולת שועל,גרם,190.00,100 גרם,0,1.00,6.90,0.00,1,0
2025-08-15,7290108359176,סופט לושן טישו ניילון 3 שכבות 2X100 יחיד,החברה הדרומית,ישראל,סופט ממחטות נייר 3 שכבות עשירות בלחות,,200.00,0.00,0,1.00,16.90,0.08,1,0
2025-06-03,4009900544672,אורביט סוכריות פרופשונל מינטס פירות יער,General,פולין,סוכריות ללא סוכר בטעם מנטה פירות יער,גרם,77.00,100 גרם,0,1.00,12.90,0.00,1,0
2025-06-19,7290113823402,לייף לק IL 243,General,לוקסמבורג,לק IL 243,,1.00,0.00,0,1.00,11.90,11.90,1,0
2025-04-07,3337871320980,וישי פיורטה טרמל מוס מקציף לניקוי הפנים,נורוליס,צרפת,פיורטה טרמל מוס מקציף לניקוי הפנים,מיליליטר,150.00,"100 מ""ל",0,1.00,100.90,0.00,1,0
2025-06-01,9007867728963,יובנה P&O קרם עיניים סנסטיב 15 מל,לילית,,PREVENT & OPTIMIZE YEUX SENSITIVE קרם עיניים,מיליליטר,15.00,"100 מ""ל",0,1.00,187.00,0.12,1,0
2025-04-09,5060669780939,FIG FIZZ HAND CREAM - קרם ידיים FF ירוק,נורוליס,ספרד,FIG FIZZ HAND CREAM - קרם ידיים FF ירוק,,1.00,0.00,0,1.00,40.90,40.90,1,0
2025-06-01,9007867766347,יובנה אפיגן קרם עיניים למיצוק ומתיחה,לילית,שווייץ,EPIGEN קרם עיניים למיצוק ומתיחה,מיליליטר,20.00,"100 מ""ל",0,1.00,243.00,0.12,1,0
2025-06-01,3390150589171,פאיו סורס קרם עשיר בלחות 50 מל,לילית,צרפת,SOURCE קרם עשיר בלחות,מיליליטר,50.00,"100 מ""ל",0,1.00,151.00,0.03,1,0
2025-05-13,7290103441722,לייף מגבוני אף 30 יחידות,DPL,,מגבוני אף עדינים לתינוק מעושרים באלוורה,,30.00,0.00,0,1.00,7.90,0.26,1,0
2025-06-03,8711000362679,לור קפסולות קפה אספרסו קולומביה 8,דיפלומט,צרפת,קפסולות קפה אספרסו קולומביה 8,,10.00,0.00,0,1.00,22.90,2.29,1,0
2019-01-02,7290014962538,טפטפים גוניור משחת שיניים 6+ 50 מל,כ.צ.ט,ישראל,משחת שיניים ג'וניור ג'ל עם פלואוריד בטעם מנטה מעודן לגלאי 6+,מיליליטר,50.00,"100 מ""ל",0,1.00,11.90,0.00,1,0
2025-06-03,7622210680969,טובלרון שוקולד חלב 360 גרם,דיפלומט,שווייץ,שוקולד חלב שוויצרי,גרם,360.00,100 גרם,0,1.00,42.90,0.00,1,0
2025-04-09,3600542431972,קולור נטורלס 111 בלונד אולטרה בהיר אפור,לוריאל,פולין,צבע לשיער 111 בלונד אולטרה בהיר אפור,,0.00,0.00,0,1.00,24.90,24.90,1,0
2025-04-07,7290018156735,יולקטין קרם ידיים טיפולי 230 מל משאבה,מדי פישר,ישראל,קרם ידיים טיפולי לטיפול אינטנסיבי והקלה מיידי,מיליליטר,230.00,"100 מ""ל",0,1.00,79.90,0.00,1,0
2025-04-20,7290019554165,FRE REFRESH ME טונר דו פאזי,לפידות,ישראל,טונר דו פאזי- REFRESH ME,מיליליטר,60.00,"100 מ""ל",0,1.00,95.90,0.01,1,0
2025-01-08,7290111597978,מילוקה לק 130,General,לוקסמבורג,לק 130,,0.00,0.00,0,1.00,12.00,12.00,1,0
2025-04-15,7290120933132,לייף בייביז בקבוק הזנה 150 מל עיצוב ארנב,ויטאל בייבי,גרמניה,בקבוק הזנה לתינוק עיצוב ארנב,מיליליטר,150.00,"100 מ""ל",0,1.00,39.90,0.00,1,0
2025-06-03,7622210117762,קוטדור בושה בונבוניירה 200 גרם,דיפלומט,סלובקיה,בושה שוקולד חלב ממולא,גרם,200.00,100 גרם,0,1.00,34.90,0.00,1,0
2025-07-17,887167567290,אסתי לאודר סופרים+ קרם לילה לשיקום אינטי,אלקליל,ארצות הברית,REVITALIZING SUPREME + קרם לילה לשיקום אינטינסיבי,מיליליטר,30.00,"100 מ""ל",0,1.00,420.00,0.14,1,0
2025-04-25,7290120932760,לייף חיתולים לספיגת לילה מבוגרים 14יח XL,ONTEX,ספרד,חיתולים לספיגת לילה מבוגרים XL,,14.00,0.00,0,1.00,74.90,5.35,1,0
2025-04-09,7290019865131,תה ירוק ביוטי עם אבץ בטעם פטל ורדים,ויסוצקי,ישראל,תה ירוק BEAUTEA עם אבץ בטעם פטל ורדים,,25.00,0.00,0,1.00,27.90,1.11,1,0
2025-08-15,0651080366519,פלקרס פלוסר כפול טווין ליין,דנטלון,סין,טווין ליין חוט דנטלי כפול עם ידית,,30.00,0.00,0,1.00,16.90,0.56,1,0
2025-04-21,5060365798900,מאד ביוטי אורסולה מסכת מלפפון,General,סין,אורסולה - מסכת מלפפון,,0.00,0.00,0,1.00,15.90,15.90,1,0
2025-07-02,7290119380640,אפיפיות ארוכות אגוזים כשלפ 200 גרם,שטראוס גרופ,,אפיפיות ארוכות עם קרם אגוזים כשר לפסח,גרם,200.00,100 גרם,0,1.00,14.90,0.00,1,0
2025-07-06,7290016136746,GFREE אטריות על בסיס קמח תירס וקמח אורז,גורי,איטליה,אטריות על בסיס קמח תירס וקמח אורז ללא גלוטן - כשר לפסח,גרם,340.00,100 גרם,0,1.00,16.90,0.00,1,0
2025-04-28,7290013142917,מולטי ויטמין בתוספת Q-10 כמוסות 100 יח,אלטמן,,מולטי ויטמין בתוספת Q-10,,100.00,0.00,0,1.00,231.90,2.31,1,0
2025-04-09,7610458010037,פארו מברשת 1003,סיראם,,מברשת אינטרספייס דו צדדית 1003,,0.00,0.00,0,1.00,38.90,38.90,1,0
2025-04-29,7290013688354,SEANOSE MENTHOL&EUC.15ML,גילקו פארם,,סינוז מנטול ואקליפטוס,,0.00,0.00,0,1.00,40.90,40.90,1,0
2025-04-24,5900717158214,פארמסריס שמפו לטיפול בשיער דליל,איתן,פולין,שמפו לטיפול בשיער דליל,מיליליטר,250.00,"100 מ""ל",0,1.00,90.90,0.00,1,0
2025-06-03,3666057200069,קלרנס הידרה אסנשיאל מסיכת לחות 75 מל,אלפא,צרפת,HYDRA-ESSENTIEL מסיכת לחות,מיליליטר,75.00,"100 מ""ל",0,1.00,189.00,0.02,1,0
2025-04-25,7290114964531,לייף חמישיית טישו ניילון צבעוני-מארז ורו,שניב,ישראל,ממחטות נייר רכות טישו דו שכבתי - צבעוני,,5.00,0.00,0,1.00,13.90,2.78,1,0
2025-01-08,7290118207191,גרוב - רולר לעיסוי  הפנים והגוף,General,סין,ידית שלושה גלגלים לעיסוי הגוף והפנים,,0.00,0.00,0,1.00,25.10,25.10,1,0
2025-03-16,3666057217340,קלרינס קרם הגנה גבוה לפנים SPF 50+,אלפא,צרפת,קרם הגנה גבוה לפנים SPF 50+,מיליליטר,50.00,"100 מ""ל",0,1.00,159.00,0.03,1,0
2025-04-09,7290011912642,ליסטרין שטיפת פה הגנה על השיניים והחניכי,General,,שטיפת פה להגנה על השיניים והחניכיים,מיליליטר,500.00,"100 מ""ל",0,1.00,28.90,0.00,1,0
2025-03-02,8809255784282,איירבוריאן CC קרם לתיקון עור עייף 45 מל,General,קוריאה הדרומית,CC DULL CORRECT קרם לתיקון עור עייף SPF25,מיליליטר,45.00,"100 מ""ל",0,1.00,239.00,0.05,1,0
2025-07-24,7290119914777,לייף מוס רחצה קצפת 300 מל ורדים וניל,לייף,,מוס רחצה לגוף בניחוח וניל ורדים,מיליליטר,300.00,"100 מ""ל",0,1.00,19.90,0.00,1,0
2025-08-15,3574661487618,קרפרי מקסי לארג מבושם  48 יח,שסטוביץ,איטליה,מגני תחתון פלוס לארג' מבושם,,48.00,0.00,0,1.00,16.90,0.35,1,0
2025-08-15,8720181482731,אקס פרימיום בודי ספריי גרין גרניום,יוניליוור,בריטניה,פרימיום בודי ספריי גרין גרניום,מיליליטר,150.00,"100 מ""ל",0,1.00,18.90,0.00,1,0
2025-04-29,7290012760761,סופהרב ויטמין D-1000 כמוסות 90,אמברוזיה/סולגר,ארצות הברית,"ויטמין D 1000 יחב""ל",,90.00,0.00,0,1.00,58.90,0.65,1,0
2025-05-11,7290114967426,סאנדיי מטהר אויר אוטומטי 250 מל לוטוס,סאסא-טק,ישראל,מטהר אויר אוטומטי בניחוח לוטוס,מיליליטר,250.00,"100 מ""ל",0,1.00,12.90,0.00,1,0
2025-04-09,3574661728131,גונסונס בייבי טלק תירס 200 גרם,שסטוביץ,איטליה,ג'ונסון בייבי טלק תירס,גרם,200.00,100 גרם,0,1.00,24.90,0.00,1,0
2025-07-17,020714462765,קליניק קליריפיינג לושן 02 200 מל,אלקליל,,CLARIFYING LOTION מי הסרה לעור יבש/מעורב - 02,מיליליטר,200.00,"100 מ""ל",0,1.00,140.00,0.00,1,0
2025-06-16,7290109317199,"לייף ויטמין סי 1000 מ""ג 100 כמוסות",לייף,ארצות הברית,"ויטמין C קומפלקס 1000 מ""ג",,100.00,0.00,0,1.00,72.90,0.72,1,0
2025-04-21,7290114966672,סו.קו מברשת פילינג לניקוי הפנים,General,סין,מברשת פילינג לניקוי הפנים,,0.00,0.00,0,1.00,15.00,15.00,1,0
